Timestamp,"How do you pronounce ""both""?",What city do you consider yourself to be from?,"What state, province, or official national region do you consider yourself to be from?",What country are you from?,What is your postal or zip code?,Do you have any comments?
12/20/2010 12:41:41,"both: rhymes with oath and there is no ""L"" sound","West Lafayette, Indiana",Indiana,USA,20852,Both parents were from Colorado with distinctly un-Hoosier accents. Biggest influence from them.
12/20/2010 12:43:22,"both: rhymes with oath and there is no ""L"" sound",El Cajon (San Diego County),California (Southern),USA,92021,"I am devistated to report that I am guilty of saying the word with an L sound.  I had never noticed this affliction until hearing it on your podcast.

Thank you."
12/20/2010 13:26:11,"both: rhymes with oath and there is no ""L"" sound","Albany, NY",The capital district of NY state,USA,12508,
12/20/2010 22:04:32,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,Minnesota,USA,55435,.
12/21/2010 6:53:09,"both: rhymes with oath and there is no ""L"" sound",Harrisburg,PA,USA,17842,
12/22/2010 19:08:24,"both: rhymes with oath and there is no ""L"" sound","Watertown, NY",New York,USA,48101,
12/22/2010 20:24:46,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,United States,60504,
12/24/2010 18:16:31,"both: rhymes with oath and there is no ""L"" sound",chattanooga,tennessee,usa,37412,
12/27/2010 4:56:36,"both: rhymes with oath and there is no ""L"" sound",Portland OR,Washington,USA,95003,"Hard to pin down. I live in California, but spent early years in WA. I think my speech is from Portland. West coast won't do?"
12/27/2010 21:15:15,"both: rhymes with oath and there is no ""L"" sound",Houston,TX,USA,75043,
12/28/2010 10:48:44,"both: rhymes with oath and there is no ""L"" sound",Jackson,Mississippi,USA,39110,
12/29/2010 19:14:42,"both: rhymes with oath and there is no ""L"" sound",Sheboygan,WI.,USA,53081,
12/29/2010 22:45:00,"both: rhymes with oath and there is no ""L"" sound",Chennai,South India,India,600010,
12/30/2010 10:50:01,none of these,Korea,Kyeonggi Province,South Korea,~,:)
12/30/2010 17:03:06,"both: rhymes with oath and there is no ""L"" sound","Sioux Falls, SD",South Dakota,USA,32207,"An ""L"" sound? Newls to me!"
12/31/2010 2:41:59,"both: rhymes with oath and there is no ""L"" sound",London,Central,India,EC1N 2JS,I haven't come acorss people who pronounce it different than what i have mentioned above.
12/31/2010 12:38:07,"both: rhymes with oath and there is no ""L"" sound","Austin, Texas",California,USA,78741,"I had a solid phonics component in my elementary school reading curriculum, which many contemporary education programs seem to neglect."
1/1/2011 18:05:48,"both: rhymes with oath and there is no ""L"" sound",Omaha,Midwest,USA ,55419,
1/1/2011 21:54:05,"both: rhymes with oath and there is no ""L"" sound","Tiffin, OH",Ohio,USA,28078,
1/1/2011 23:25:19,"both: rhymes with oath and there is no ""L"" sound",New york,East,Usa,87110,
1/2/2011 6:50:40,"both: rhymes with oath and there is no ""L"" sound",West Des Moines,Iowa,USA,55405,
1/2/2011 15:44:20,"both: rhymes with oath and there is no ""L"" sound",San Diego,West Coast,USA,92040,"Being from San Diego, I do occasionally hear some people pronounce it with the L sound in there."
1/3/2011 9:01:13,"both: rhymes with oath and there is no ""L"" sound",Wilmington DE,DE,US,19803,
1/3/2011 18:41:18,"both: rhymes with oath and there is no ""L"" sound",Knoxville,Tennessee,United States,37922,
1/3/2011 20:07:46,"both: rhymes with oath and there is no ""L"" sound",Lansing,Michigan,US,92128,
1/4/2011 5:29:00,"both: rhymes with oath and there is no ""L"" sound",bhilai,chhattisgarh,india,490020,
1/5/2011 14:52:49,"both: rhymes with oath and there is no ""L"" sound",st. louis,missouri,us,63021,
1/5/2011 15:42:12,"both: rhymes with oath and there is no ""L"" sound",Edmonton,Alberta,Canada,T5N 2R1,
1/6/2011 1:10:42,"both: rhymes with oath and there is no ""L"" sound",Cincinnati,Ohio,USA,95119,
1/6/2011 9:30:25,"both: rhymes with oath and there is no ""L"" sound",Chattanooga,TN,USA,37343,
1/8/2011 11:16:47,"both: rhymes with oath and there is no ""L"" sound",Silsbee,Texas,USA,67460,
1/8/2011 14:52:46,"both: rhymes with oath and there is no ""L"" sound","Martinsville, VA",VA,USA,24112,
1/9/2011 22:00:10,"both: rhymes with oath and there is no ""L"" sound","Swarthmore, PA",Pennsylvania,United States,19010,
1/10/2011 4:34:47,"both: rhymes with oath and there is no ""L"" sound",Faridabad,India,India,121002,
1/10/2011 10:23:09,"both: rhymes with oath and there is no ""L"" sound","Rock Island, IL","Midwest, non-major metropolitan",USA,80906 (curren); 61201(answer to Q2),"Please discourage the use (by many of my fellow radiologists) of the awkward construction ""the  bilateral"" in place of ""both,"" e.g., ""Radiographs of the bilateral knees...,"" is a common mal-locution in my field. I haven't had much success with my efforts to simplify their language. "
1/10/2011 11:09:22,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Los Angeles,California,USA,94103,
1/11/2011 10:09:16,"both: rhymes with oath and there is no ""L"" sound",Eureka California,Oregon,US,97405,
1/11/2011 12:41:21,"both: rhymes with oath and there is no ""L"" sound",Savannah,Georgia,usa,29926,
1/11/2011 19:47:54,"both: rhymes with oath and there is no ""L"" sound",Brampton,Ontario,Canada,P3Y 1H8,
1/12/2011 8:54:06,"both: rhymes with oath and there is no ""L"" sound",dallas,texas,United States,75206,
1/13/2011 2:50:15,"both: rhymes with oath and there is no ""L"" sound",Johannesburg,Gauteng,South Africa,2006,
1/13/2011 8:45:15,"both: rhymes with oath and there is no ""L"" sound",Toledo,Ohio,USA,75093,
1/13/2011 10:49:52,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,USA,60527,
1/14/2011 14:12:44,"both: rhymes with oath and there is no ""L"" sound",Columbus,Ohio,USA,75025,
1/15/2011 11:27:51,"both: rhymes with oath and there is no ""L"" sound",Salisbury,Dorset,England,DT11 9BW,
1/15/2011 16:24:00,"both: rhymes with oath and there is no ""L"" sound",Bismarck,Midwest,US,55804,
1/17/2011 9:53:26,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Houston,Texas,US,75074,
1/17/2011 13:12:37,"both: rhymes with oath and there is no ""L"" sound",Boston Ma,Boston Ma,usa,2155,
1/18/2011 10:03:32,"both: rhymes with oath and there is no ""L"" sound",Wichita,Kansas,USA,66044,
1/20/2011 13:23:18,"both: rhymes with oath and there is no ""L"" sound",Ottawa,B.C.,Canada,V8Z2H8,
1/20/2011 16:27:29,"boaf: rhymes with ""oaf"" or ""loaf""",Detroit,MI,us of a,don't know,"I also say wiff for the word with, and axe for the word ask. What chew gonna do bout it?"
1/21/2011 11:51:03,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,"Wilmington, Delaware",USA,19808,
1/23/2011 5:48:57,"both: rhymes with oath and there is no ""L"" sound",Chicago,IL,USA,60614,
1/23/2011 17:55:47,"both: rhymes with oath and there is no ""L"" sound",Indianapolis,IN,United States,46220,
1/24/2011 14:22:06,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,USA,60015,
1/24/2011 21:11:37,"both: rhymes with oath and there is no ""L"" sound",Reading,Berkshire,England,RG61PH,
1/24/2011 22:04:49,"both: rhymes with oath and there is no ""L"" sound",Jersey Shore,New Jersey,USA,7777,
1/29/2011 20:36:00,"both: rhymes with oath and there is no ""L"" sound",Bathurst,New Brunswick,Canada,E2A 4Y3,
1/30/2011 7:19:44,"both: rhymes with oath and there is no ""L"" sound",bennington,new england,usa,94705,
1/30/2011 10:54:08,"both: rhymes with oath and there is no ""L"" sound",Southampton,Hampshire,United Kingdom,SO43 7AH,
1/30/2011 21:55:46,"both: rhymes with oath and there is no ""L"" sound",Milwaukee,WI,US,53050,
1/31/2011 8:39:11,"both: rhymes with oath and there is no ""L"" sound",Houston,Texas,USA,77802,
1/31/2011 12:12:54,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,United States,55555,
1/31/2011 13:01:16,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",yonkers,ny,usa,33326,
1/31/2011 20:44:22,"both: rhymes with oath and there is no ""L"" sound",Easton,Pennsylvania,USA,18045,
2/1/2011 20:27:38,"both: rhymes with oath and there is no ""L"" sound",Boston,Massachusetts,USA,1906,
2/2/2011 10:27:21,"both: rhymes with oath and there is no ""L"" sound",The Bronx,New York,Dominican Republic,33967,
2/2/2011 14:16:12,"both: rhymes with oath and there is no ""L"" sound",Kansas City,Kansas,USA,66053,
2/2/2011 15:01:31,"both: rhymes with oath and there is no ""L"" sound",Columbia,Maryland,US,14867,
2/3/2011 9:28:46,"both: rhymes with oath and there is no ""L"" sound",louisville,ky,usa,40202,
2/3/2011 11:32:05,"both: rhymes with oath and there is no ""L"" sound",el paso,texas,usa,75218,
2/4/2011 12:38:59,"both: rhymes with oath and there is no ""L"" sound",New York,NJ,USA,49501,
2/6/2011 13:23:45,"both: rhymes with oath and there is no ""L"" sound",Baltimore,Maryland,USA,21222,
2/7/2011 17:49:37,"both: rhymes with oath and there is no ""L"" sound","Wellington New Zealand, Melbourne Australia","New Zealand , Victoria (Australia)",New Zealand Australia,3095,"Hi a fantastic webbsite. I used to teach ESL - your site is fascinating.

I've heard a Cockney (actually he was from North London) say ""boaf"", and of course my young daughters when pre-schoolers, but I've never consciously heard the second option, rhyming with ""bowl"" and with an ""l"" sound. I'll listen out for this."
2/8/2011 8:14:55,"both: rhymes with oath and there is no ""L"" sound",Bethany,Oklahoma,United States of America,73008,
2/8/2011 20:41:13,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Syracuse,NY,USA,13212,
2/9/2011 19:03:38,"both: rhymes with oath and there is no ""L"" sound",Augusta,"Geogia, USA",USA,30906,
2/10/2011 15:05:39,"both: rhymes with oath and there is no ""L"" sound",Chicago,IL,USA,60618,
2/11/2011 9:35:04,"both: rhymes with oath and there is no ""L"" sound",Fargo,North Dakota,USA,58501,
2/11/2011 12:16:08,"both: rhymes with oath and there is no ""L"" sound",Atlanta,the south,US,29650,
2/12/2011 17:36:50,"both: rhymes with oath and there is no ""L"" sound",Little Rock ,Arkansas,USA,72116,
2/12/2011 18:19:35,"both: rhymes with oath and there is no ""L"" sound",Rochester,Minnestoa,United States,50322,
2/13/2011 8:13:07,"both: rhymes with oath and there is no ""L"" sound","Utica, NY","Minnesota, Wisconsin",United States,33146,"Born in Minnesota, summers in Wisconsin. Lived in Utica from age 8 to 17.
Lived in Virginia from 18 to 30.  Lived in Miami area after that and still spend summers in Wisconsin."
2/13/2011 19:44:06,"both: rhymes with oath and there is no ""L"" sound",NYC,NY,USA,2144,
2/13/2011 23:43:36,"both: rhymes with oath and there is no ""L"" sound",wakefield,yorkshire,england,wf10,
2/14/2011 15:51:43,"both: rhymes with oath and there is no ""L"" sound",Brighton,East Sussex,England,ON256LL,
2/14/2011 21:43:26,"both: rhymes with oath and there is no ""L"" sound",Cincinnati,Ohio-Midwest,USA,47404,
2/15/2011 7:26:48,"both: rhymes with oath and there is no ""L"" sound",london,london,england,n1 1nl,
2/16/2011 7:56:00,"both: rhymes with oath and there is no ""L"" sound",Fort Pierce,South Florida,U.S.,32816,
2/16/2011 13:17:31,"both: rhymes with oath and there is no ""L"" sound","Latham, NY",New York,USA,28105,
2/17/2011 11:22:46,"both: rhymes with oath and there is no ""L"" sound","Rochester, NY",Florida,United States,32784,"I spent 12 years in  upstate New York and 20 years in Florida, "
2/17/2011 13:29:45,"both: rhymes with oath and there is no ""L"" sound",Sacramento,California,USA,95662,"Father's family from Sandwich, Ont., Canada.  Mother's family from Sioux City, Iowa.  Lived in Santa Monica, CA until 3rd grade. "
2/17/2011 14:45:14,"both: rhymes with oath and there is no ""L"" sound",charleston ,sc,usa,29445,
2/17/2011 15:48:15,"both: rhymes with oath and there is no ""L"" sound",springfield,massachusettes,united states,1089,
2/18/2011 13:21:25,"both: rhymes with oath and there is no ""L"" sound",millbrook,new york,usa,1027,
2/20/2011 19:07:27,"both: rhymes with oath and there is no ""L"" sound",New York,New Jersey,USA,76116,
2/21/2011 14:30:46,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,Usa,19147,
2/21/2011 19:39:52,"both: rhymes with oath and there is no ""L"" sound",St. Paul,Minnesota,USA,55113,
2/21/2011 20:29:51,"both: rhymes with oath and there is no ""L"" sound","Mifflinburg, PA",PA,USA,17844,
2/23/2011 9:16:21,"both: rhymes with oath and there is no ""L"" sound",Victoria,B.C.,Canada,V8W 3R7,
2/23/2011 13:41:52,"both: rhymes with oath and there is no ""L"" sound",New York City,New York,USA,11358,
2/23/2011 21:21:44,"both: rhymes with oath and there is no ""L"" sound",Geelong,Victoria,Australia,3222,"In Australia, accents are class-based more than geography based.  Mine probably qualifies as general middle-class or something.  My accent also moves up and down classes depending on who I'm with.  If I'm with certain people, I might indeed say ""boaf"" (especially in the phrase ""boaf ov"" (""both of"")), but I like to thing that in general, I would say ""both"".  "
2/25/2011 17:52:47,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,California,USA,91801,
2/25/2011 22:52:28,"both: rhymes with oath and there is no ""L"" sound",sydney,nsw,australia,2120,
2/26/2011 7:24:13,"both: rhymes with oath and there is no ""L"" sound",Vallejo,California ,USA,94591,Speak it the way it's written.
2/28/2011 10:08:24,"both: rhymes with oath and there is no ""L"" sound",poway,ca,usa,92064,
2/28/2011 11:24:27,"both: rhymes with oath and there is no ""L"" sound",York,Yorkshire,UK,YO30 7BT,
2/28/2011 12:32:33,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Boston,Massachusetts,Usa,2038,
2/28/2011 16:29:41,"both: rhymes with oath and there is no ""L"" sound",Sheboygan,WI,USA,53563,
3/1/2011 2:18:16,"both: rhymes with oath and there is no ""L"" sound",Blackburn,England,Great Britain,BB33PP,
3/1/2011 3:12:10,"both: rhymes with oath and there is no ""L"" sound",London,UK,UK,NR1 1AA,
3/1/2011 4:48:08,"both: rhymes with oath and there is no ""L"" sound",Franklin Square,NY,USA,78759,"My current ZIP code coincides with 35 years of living in Texas, but my speech reflects my growing up on Long Island."
3/2/2011 9:32:35,"both: rhymes with oath and there is no ""L"" sound",Milwaukee,Wisconsin,USA,53090,
3/2/2011 12:59:00,"both: rhymes with oath and there is no ""L"" sound","Cleveland, Ohio, USA",Ohio,USA,44130,
3/2/2011 13:49:43,"both: rhymes with oath and there is no ""L"" sound",NY,NY,United States,12432,
3/2/2011 20:33:41,"both: rhymes with oath and there is no ""L"" sound",nyc,ny,usa,7901,
3/2/2011 20:33:41,"both: rhymes with oath and there is no ""L"" sound",nyc,ny,usa,7901,
3/2/2011 21:35:11,"both: rhymes with oath and there is no ""L"" sound",New Rochelle ,New York,USA,12533,"I've always been fascinated by the differences in regional pronunciations; I'm waiting to hear about the completion and publication of a study - going back a few years - analyzing these differences. Last I heard (quite a while back) it was complete only in the Mid-Atlantic Region. If this survey is interactive, I'd really like to hear from you if you have any more recent information about this. Thank You!   ~ Bill"
3/3/2011 15:52:54,"both: rhymes with oath and there is no ""L"" sound",Sydney,New South Wales,Australia,2440,"Many Australians add a""K"" to words ending in ""ing"" and, like Americans have an absolute unbreakable habit of using the obsolete, therefore unnecessary word ""got"".

Phil."
3/4/2011 1:46:39,"both: rhymes with oath and there is no ""L"" sound",melbourne,victoria,australia,3073,
3/5/2011 2:56:59,"both: rhymes with oath and there is no ""L"" sound",london,surrey,UK,kt19 5tw,
3/5/2011 14:43:55,"both: rhymes with oath and there is no ""L"" sound",Guildford UK,Hampshire,UK,GU34 2EL,
3/5/2011 19:08:42,"both: rhymes with oath and there is no ""L"" sound",boston,New England,US,19971,
3/6/2011 9:28:40,"both: rhymes with oath and there is no ""L"" sound",Youngstown,Ohio,United States,44420,"My roommate is from Painesville, Ohio and we generally make fun of the way she says ""both"". She says ""bolth"".

My boyfriend is from Toledo, Ohio and says ""bolth"", although it is less noticeable.
"
3/7/2011 5:54:58,"boaf: rhymes with ""oaf"" or ""loaf""",London,South East England,UK,AL3 6EU,
3/7/2011 20:44:11,"both: rhymes with oath and there is no ""L"" sound",Milwaukee,Wi,usa,53151,
3/8/2011 10:37:04,"both: rhymes with oath and there is no ""L"" sound",Denver,Colorado,United States,21211,
3/8/2011 13:31:35,"both: rhymes with oath and there is no ""L"" sound",Indianapolis,IN,USA,46123,
3/8/2011 14:39:55,"both: rhymes with oath and there is no ""L"" sound",Neenah,Wisconsin,USA,54956,
3/9/2011 7:59:22,"both: rhymes with oath and there is no ""L"" sound",Ploiesti,Prahova,Romania,100127,
3/9/2011 18:25:08,"both: rhymes with oath and there is no ""L"" sound","Gilford, New Hampshire",New Hampshiree,USA,3249,"I am a linguist and understand that my pronunciation and accent may be very different from that of others in my area, because I have traveled a great deal  for most of my life and always intended to.  I am curious about who is taking this survey.  I would appreciate it if you would respond."
3/9/2011 22:09:39,"both: rhymes with oath and there is no ""L"" sound",Kansas City,Missouri,USA,60660,
3/11/2011 12:01:26,"boaf: rhymes with ""oaf"" or ""loaf""",Tacoma,WA,United States,98466,
3/14/2011 18:09:58,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",akron,n e ohio,usa,44260,
3/15/2011 10:11:17,"both: rhymes with oath and there is no ""L"" sound",Bismarck,North Dakota,USA,43235,
3/15/2011 10:52:06,"both: rhymes with oath and there is no ""L"" sound",manhattan,ny,United States,11418,
3/15/2011 16:19:48,"both: rhymes with oath and there is no ""L"" sound",Houston,Louisiana,United States,76016,"Have lived all over the US (and a bit in Europe), from DC, Virginia and Maryland to Texas, Louisiana and California (mainly Los Angeles but a few years in San Francisco as a child).  There is really no place that I consider myself to be from so your survey doesn't quite fit me."
3/16/2011 5:39:11,"both: rhymes with oath and there is no ""L"" sound",Dublin,Ireland,"Ireland, Republic of",none,
3/16/2011 8:08:52,"both: rhymes with oath and there is no ""L"" sound",NYC,NJ,USA,7627,
3/17/2011 5:13:05,"both: rhymes with oath and there is no ""L"" sound",Summerville,Georgia,United States,30747,
3/17/2011 5:46:53,"both: rhymes with oath and there is no ""L"" sound",Muncie,Indiana,US,47302,
3/17/2011 9:46:53,"boaf: rhymes with ""oaf"" or ""loaf""",boston,ma,usa,2026,
3/17/2011 18:12:04,"both: rhymes with oath and there is no ""L"" sound",New York City,New Jersey,USA,94928,I grew up in the part of NJ that gets New York television and radio broadcasts but in a small town where the stereotypical New York/New Jersey accents were not typical. I have lived in California for the past 40 years.
3/18/2011 2:23:25,"both: rhymes with oath and there is no ""L"" sound",kalamazoo,michigan,usa,60107,
3/19/2011 4:42:56,"both: rhymes with oath and there is no ""L"" sound",Syracuse,New York,USA,19020,
3/19/2011 13:39:57,"both: rhymes with oath and there is no ""L"" sound",Ottawa,National Capital Region,Canada,J0X 2G0,
3/19/2011 19:59:35,"both: rhymes with oath and there is no ""L"" sound",newburyport,Massachusetts,USA,2143,
3/20/2011 13:48:52,"both: rhymes with oath and there is no ""L"" sound",Findlay,Ohio,United States,45840,
3/21/2011 10:15:50,"both: rhymes with oath and there is no ""L"" sound",Leeds,Europe,UK,ex5 3ep,
3/22/2011 9:33:27,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,MN,USA,55408,
3/22/2011 10:36:02,"both: rhymes with oath and there is no ""L"" sound",Austell,Georgia,Bulgaria,30106,
3/23/2011 11:05:40,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,Southern California,U.S.A.,49727,
3/23/2011 11:14:35,"both: rhymes with oath and there is no ""L"" sound","Grand Forks, ND",North Dakota,US,55044,
3/24/2011 13:39:14,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,USA,19146,"The ""l""-inclusive pronunciation absolutely drives me crazy and makes no sense whatsoever."
3/24/2011 22:02:14,"both: rhymes with oath and there is no ""L"" sound",Bendigo,Victoria,australia,3550,am hoping to find one for castle as in hassle not castle as in parcel
3/25/2011 10:43:54,"both: rhymes with oath and there is no ""L"" sound",Ozark,Alabama,USA,36083,"my mother always corrected my speech, especially when I used ain't."
3/25/2011 11:40:56,"both: rhymes with oath and there is no ""L"" sound",New York City,New York,USA,11415,"Since I now live in Germany, I have given the zip code where I spent the most of my life.
"
3/25/2011 14:45:21,"both: rhymes with oath and there is no ""L"" sound",Norwich,Connecticut,US,6334,
3/25/2011 20:25:38,"both: rhymes with oath and there is no ""L"" sound",Weathersfield,Vermont,United States,5151,
3/27/2011 16:00:52,"both: rhymes with oath and there is no ""L"" sound",lansing michigan,mighigan,usa,48823,
3/28/2011 12:00:16,"both: rhymes with oath and there is no ""L"" sound","Gilbert, SC",South Carolina,USA,32204,
3/29/2011 2:57:56,"both: rhymes with oath and there is no ""L"" sound",Chicago,Illinois,USA,92108,"Never heard of the other pronunciations
"
3/30/2011 12:51:36,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Coronado, California, USA",CA,USA,92629,Never thought of this before - most interesting!
3/30/2011 22:22:36,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Phoenix,Arizona,USA,85023,"I pronounce it rhyming with ""oath"" when i'm speaking deliberately, but without thinking about it there's definitely an L in there."
3/31/2011 18:37:16,"both: rhymes with oath and there is no ""L"" sound","London, UK","England, UK",UK,VA 22182,
4/1/2011 13:44:19,"both: rhymes with oath and there is no ""L"" sound",san diego,california,usa,92117,"I've heard 'bowlth', but can't remember where.

'boaf' was a pronunciation we used as kids when we were playing stupid/uneducated: an image of 'Our Gang' comes to mind and I associate it with some forms of black english."
4/1/2011 20:27:15,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Louisville,Kentucky,USA,40207,
4/1/2011 20:27:24,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Louisville,Kentucky,USA,40207,
4/2/2011 16:19:09,"both: rhymes with oath and there is no ""L"" sound",Indianapolis,Indiana,United States,46165,
4/3/2011 15:47:54,"both: rhymes with oath and there is no ""L"" sound",Irvine,Ky,USA,40336,I've never even heard both pronounced with an l sound.
4/3/2011 19:26:21,"both: rhymes with oath and there is no ""L"" sound",Sikeston,Missouri,United States,42104,
4/3/2011 22:31:50,"both: rhymes with oath and there is no ""L"" sound",Kirkland,Washington,USA,99032,
4/4/2011 6:36:06,"both: rhymes with oath and there is no ""L"" sound",Pittsburgh,Western Pennsylvania,USA,22152,
4/4/2011 9:09:00,"both: rhymes with oath and there is no ""L"" sound",Paducah,KY,US,40206,
4/4/2011 21:13:50,"both: rhymes with oath and there is no ""L"" sound",Winter Haven,Florida,USA,33884,
4/5/2011 18:25:02,"both: rhymes with oath and there is no ""L"" sound",goshen,indiana,elkhart,46526,
4/6/2011 6:30:38,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",2446,MA,USA,2446,
4/6/2011 6:45:19,"both: rhymes with oath and there is no ""L"" sound",Detroit,Michigan,USA,48173,
4/6/2011 13:38:38,"both: rhymes with oath and there is no ""L"" sound",Northampton,Massachusetts,United States,21001,
4/7/2011 13:29:43,"both: rhymes with oath and there is no ""L"" sound",Houston,Texas,USA,95118,
4/7/2011 16:55:58,"both: rhymes with oath and there is no ""L"" sound",Chicago,midwest,USA,60601,
4/8/2011 2:58:20,"both: rhymes with oath and there is no ""L"" sound",Detroit,Michigan,USA,48393,
4/8/2011 6:27:23,"both: rhymes with oath and there is no ""L"" sound",Evansville,Indiana,United States,46217,
4/9/2011 16:51:41,"both: rhymes with oath and there is no ""L"" sound",Burlington,VT,USA,5465,
4/9/2011 21:44:36,"both: rhymes with oath and there is no ""L"" sound",missoula,Montana,United States,98021,
4/10/2011 3:51:48,"both: rhymes with oath and there is no ""L"" sound",hartford,Connecticut,USA,6118,
4/11/2011 5:10:34,"both: rhymes with oath and there is no ""L"" sound",brooklyn NY,New England,USA,6033,
4/12/2011 12:41:31,"both: rhymes with oath and there is no ""L"" sound",Lower Lake,California,USA,95404,
4/12/2011 16:08:50,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Los Angeles,California,US,96753,
4/12/2011 18:21:15,"both: rhymes with oath and there is no ""L"" sound",Greenville,OH,USA,43756,
4/12/2011 23:03:15,"both: rhymes with oath and there is no ""L"" sound",San Bernardino,CALIFORNIA,United States,92407,My mother is from Mississippi. My father is from New York. Both have accents. My sister and I don't.
4/12/2011 23:48:55,"both: rhymes with oath and there is no ""L"" sound",Orange,Southern California,USA,92867,I don't recall hearing it pronounced any other way.
4/13/2011 5:13:04,"both: rhymes with oath and there is no ""L"" sound",Springfield,widwest,US,62568,
4/13/2011 7:13:46,"both: rhymes with oath and there is no ""L"" sound","Munich, Germany",Bavaria,Germany,46845,
4/13/2011 18:14:43,"both: rhymes with oath and there is no ""L"" sound",Tallahassee,FL,US,32317,
4/13/2011 21:52:26,"both: rhymes with oath and there is no ""L"" sound",Palatine,Illinois,United States ,60142,
4/14/2011 12:52:32,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Sultan,Washington,USA,98294,
4/14/2011 12:53:23,"both: rhymes with oath and there is no ""L"" sound",Bothell,Washington,USA,98021,
4/14/2011 13:29:46,"both: rhymes with oath and there is no ""L"" sound","The Bronx, NY",New York,USA,5404,"""Boaf"" is very common among black people in New York and Washington, D.C.  ""Bowlth"" is a shocker! First I've heard of it."
4/14/2011 14:26:24,"both: rhymes with oath and there is no ""L"" sound",New York,Ney York,USA,11423,
4/14/2011 22:53:44,"both: rhymes with oath and there is no ""L"" sound","Honesdale, PA",Pennsylvania,USA,17111,
4/15/2011 6:03:11,"both: rhymes with oath and there is no ""L"" sound",atlanta,south,france,75015,
4/15/2011 8:04:59,"both: rhymes with oath and there is no ""L"" sound",New York,New York,USA,7621,
4/15/2011 8:37:09,"both: rhymes with oath and there is no ""L"" sound","Philadelphia, PA",New Jersey,USA,8048,"Why is there a question about the Standard English pronunciation of BOTH (rhymes with Oath)??? I've never heard anyone put an L in it, although I have heard it pronounced as rhyming with ""Oaf"" by some African-Americans. I am a white person; I'm surprised a quesion about race/ethnicity was not included in the survey....  "
4/15/2011 11:50:45,"both: rhymes with oath and there is no ""L"" sound",Austin ,TEXAS,USA,98103,"I have never noticed these other pronunciations.  I do consider myself fairly astute linguistically, in spite of my Texas upbringing.   
Now living in Seattle, which is in Wa-R-shington state if anyone ""axes""."
4/15/2011 14:56:39,"both: rhymes with oath and there is no ""L"" sound",Buffalo NY,Western NY State,USA,3470,
4/17/2011 4:51:49,"both: rhymes with oath and there is no ""L"" sound",Gary,IN,United States,46214,
4/17/2011 4:54:29,"boaf: rhymes with ""oaf"" or ""loaf""",Marietta,GA,United States,46214,"I am originally from Marietta, Ga and would consistently use boaf to pronounce both.  However, since I have moved to Indianapolis, IN I now say Both (with no F or L).  It's now ""Both of Them"" instead of ""Boaf of em"""
4/17/2011 20:51:33,"both: rhymes with oath and there is no ""L"" sound",seattle,washington,usa,98006,"its so annoying when people add an ""L"" to BOTH!"
4/17/2011 21:38:39,more than one way,anchorage,alaska,north america,98036,
4/18/2011 19:33:44,"both: rhymes with oath and there is no ""L"" sound",Chicago,IL,USA,10024,"The Midwestern accent is the ""real"" American accent..."
4/18/2011 19:34:47,more than one way,Kings Park,"Long Island, NY",USA,10024,"I know I'm wrong, but I like saying it that way..."
4/19/2011 2:57:13,"both: rhymes with oath and there is no ""L"" sound",none,"Chemnitz, Saxony ",Germany,D-09113,
4/19/2011 10:08:18,"both: rhymes with oath and there is no ""L"" sound",Ashland,Wisconsin,USA,49938,
4/19/2011 14:39:32,"both: rhymes with oath and there is no ""L"" sound",Chicago,Il,US,98102,"BOWLTH?? never heard this!
BOF who beyond toddler age says this?"
4/20/2011 12:42:45,"both: rhymes with oath and there is no ""L"" sound",Edmonton,Alberta,Western Canada,T5E 2G7,
4/20/2011 16:18:22,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,M3A2A9,
